"Southeast.Winds","Northeast.Winds","Abundance"
-2,-2,0.00860154241229635
-1.95,-2,0.0082968410876776
-1.9,-2,0.0080072970283415
-1.85,-2,0.00773207104208307
-1.8,-2,0.00747037601940552
-1.75,-2,0.00722147345581605
-1.7,-2,0.00698467022303119
-1.65,-2,0.00675931557027839
-1.6,-2,0.00654479833837702
-1.55,-2,0.00634054437065257
-1.5,-2,0.00614601410599689
-1.45,-2,0.00596070034054081
-1.4,-2,0.00578412614546609
-1.35,-2,0.00561584292945577
-1.3,-2,0.00545542863517646
-1.25,-2,0.00530248606000681
-1.2,-2,0.0051566412919814
-1.15,-2,0.00501754225261323
-1.1,-2,0.00488485733889622
-1.05,-2,0.00475827415737654
-1,-2,0.00463749834372185
-0.95,-2,0.00452225246171543
-0.9,-2,0.00441227497606034
-0.85,-2,0.0043073192938009
-0.8,-2,0.00420715286955824
-0.75,-2,0.00411155637013514
-0.7,-2,0.00402032289437637
-0.65,-2,0.00393325724447619
-0.6,-2,0.00385017524520605
-0.55,-2,0.00377090310779611
-0.5,-2,0.00369527683544406
-0.45,-2,0.00362314166764689
-0.4,-2,0.00355435156075659
-0.35,-2,0.00348876870235012
-0.3,-2,0.00342626305717993
-0.25,-2,0.00336671194263343
-0.2,-2,0.00330999963178043
-0.15,-2,0.00325601698222674
-0.0999999999999999,-2,0.00320466108912133
-0.0499999999999998,-2,0.00315583496078413
0,-2,0.00310944721553263
0.0500000000000003,-2,0.00306541179838852
0.1,-2,0.00302364771644154
0.15,-2,0.00298407879173635
0.2,-2,0.00294663343063153
0.25,-2,0.00291124440865637
0.3,-2,0.00287784866996339
0.35,-2,0.00284638714054099
0.4,-2,0.00281680455441354
0.45,-2,0.00278904929211431
0.5,-2,0.00276307323077132
0.55,-2,0.0027388316051974
0.6,-2,0.00271628287942364
0.65,-2,0.00269538862816049
0.7,-2,0.00267611342771316
0.75,-2,0.00265842475591807
0.8,-2,0.00264229290070453
0.85,-2,0.00262769087692198
0.9,-2,0.00261459435110682
0.95,-2,0.00260298157389516
1,-2,0.00259283331981859
1.05,-2,0.00258413283424983
1.1,-2,0.00257686578729305
1.15,-2,0.00257102023444133
1.2,-2,0.00256658658384995
1.25,-2,0.00256355757009989
1.3,-2,0.00256192823435129
1.35,-2,0.00256169591081057
1.4,-2,0.00256286021945992
1.45,-2,0.00256542306502105
1.5,-2,0.00256938864214948
1.55,-2,0.002574763446879
1.6,-2,0.0025815562943603
1.65,-2,0.00258977834296121
1.7,-2,0.00259944312482123
1.75,-2,0.00261056658297718
1.8,-2,0.00262316711520275
1.85,-2,0.00263726562473072
1.9,-2,0.00265288557805359
1.95,-2,0.00267005307002656
2,-2,0.00268879689652546
-2,-1.95,0.00873175485205415
-1.95,-1.95,0.00842761546551583
-1.9,-1.95,0.00813850470054322
-1.85,-1.95,0.00786359713621478
-1.8,-1.95,0.00760211828999927
-1.75,-1.95,0.00735334123617542
-1.7,-1.95,0.00711658346510456
-1.65,-1.95,0.00689120396523845
-1.6,-1.95,0.00667660051118033
-1.55,-1.95,0.00647220714243108
-1.5,-1.95,0.00627749181866154
-1.45,-1.95,0.00609195423845838
-1.4,-1.95,0.00591512380951006
-1.35,-1.95,0.00574655775913331
-1.3,-1.95,0.0055858393748997
-1.25,-1.95,0.0054325763659114
-1.2,-1.95,0.00528639933600117
-1.15,-1.95,0.00514696036079915
-1.1,-1.95,0.00501393166122363
-1.05,-1.95,0.00488700436651817
-1,-1.95,0.00476588736047828
-0.95,-1.95,0.00465030620499016
-0.9,-1.95,0.00454000213544605
-0.85,-1.95,0.00443473112300769
-0.8,-1.95,0.00433426299906505
-0.75,-1.95,0.00423838063758343
-0.7,-1.95,0.0041468791913518
-0.65,-1.95,0.00405956537844008
-0.6,-1.95,0.00397625681544501
-0.55,-1.95,0.00389678139435609
-0.5,-1.95,0.00382097670010523
-0.45,-1.95,0.00374868946607854
-0.4,-1.95,0.00367977506506737
