"Southeast.Winds","Northeast.Winds","Abundance"
-0.25,-1.7,0.00211927230138447
-0.2,-1.7,0.00216149668517279
-0.15,-1.7,0.00220381847654604
-0.0999999999999999,-1.7,0.00224621074239134
-0.0499999999999998,-1.7,0.00228864595489998
0,-1.7,0.0023310960176364
0.0500000000000003,-1.7,0.00237353229307239
0.1,-1.7,0.00241592563155784
0.15,-1.7,0.0024582464016957
0.2,-1.7,0.00250046452208454
0.25,-1.7,0.00254254949438826
0.3,-1.7,0.00258447043768878
0.35,-1.7,0.00262619612407361
0.4,-1.7,0.00266769501540628
0.45,-1.7,0.00270893530122436
0.5,-1.7,0.00274988493770566
0.55,-1.7,0.00279051168764022
0.6,-1.7,0.00283078316134192
0.65,-1.7,0.00287066685843063
0.7,-1.7,0.00291013021041249
0.75,-1.7,0.00294914062398299
0.8,-1.7,0.00298766552497484
0.85,-1.7,0.0030256724028699
0.9,-1.7,0.00306312885579198
0.95,-1.7,0.00310000263589525
1,-1.7,0.00313626169506065
1.05,-1.7,0.00317187423081122
1.1,-1.7,0.00320680873235541
1.15,-1.7,0.00324103402666611
1.2,-1.7,0.00327451932450202
1.25,-1.7,0.00330723426627712
1.3,-1.7,0.00333914896768315
1.35,-1.7,0.00337023406496986
1.4,-1.7,0.00340046075978741
1.45,-1.7,0.00342980086349555
1.5,-1.7,0.00345822684084447
1.55,-1.7,0.00348571185293286
1.6,-1.7,0.00351222979934969
1.65,-1.7,0.00353775535940727
1.7,-1.7,0.00356226403237443
1.75,-1.7,0.00358573217662075
1.8,-1.7,0.00360813704758415
1.85,-1.7,0.00362945683447665
1.9,-1.7,0.00364967069564561
1.95,-1.7,0.00366875879250987
2,-1.7,0.00368670232199399
-2,-1.65,0.000894969722952244
-1.95,-1.65,0.000923538454038368
-1.9,-1.65,0.000952697569410362
-1.85,-1.65,0.000982445720833659
-1.8,-1.65,0.001012780912185
-1.75,-1.65,0.00104370048196009
-1.7,-1.65,0.00107520108637788
-1.65,-1.65,0.00110727868313473
-1.6,-1.65,0.00113992851586155
-1.55,-1.65,0.00117314509933714
-1.5,-1.65,0.00120692220551067
-1.45,-1.65,0.00124125285038581
-1.4,-1.65,0.00127612928181856
-1.35,-1.65,0.00131154296828023
-1.3,-1.65,0.00134748458863584
-1.25,-1.65,0.00138394402298782
-1.2,-1.65,0.00142091034463298
-1.15,-1.65,0.00145837181317999
