"Southeast.Winds","Northeast.Winds","Abundance"
-2,-2,0.00909441357092781
-1.95,-2,0.00866610241270057
-1.9,-2,0.0082628820773419
-1.85,-2,0.00788311592792303
-1.8,-2,0.00752528396222624
-1.75,-2,0.0071879739127862
-1.7,-2,0.00686987306711232
-1.65,-2,0.0065697607468159
-1.6,-2,0.00628650138981737
-1.55,-2,0.00601903818475501
-1.5,-2,0.00576638721120748
-1.45,-2,0.00552763204342006
-1.4,-2,0.00530191877892885
-1.35,-2,0.00508845145684452
-1.3,-2,0.00488648783361773
-1.25,-2,0.00469533548689253
-1.2,-2,0.0045143482205868
-1.15,-2,0.0043429227466445
-1.1,-2,0.00418049562100347
-1.05,-2,0.00402654041323466
-1,-2,0.00388056509105117
-0.95,-2,0.00374210960247305
-0.9,-2,0.0036107436398829
-0.85,-2,0.00348606457152751
-0.8,-2,0.003367695527227
-0.75,-2,0.00325528362615313
-0.7,-2,0.00314849833554354
-0.65,-2,0.00304702995013689
-0.6,-2,0.00295058818295297
-0.55,-2,0.00285890085880891
-0.5,-2,0.00277171270266424
-0.45,-2,0.00268878421552944
-0.4,-2,0.00260989063126007
-0.35,-2,0.00253482094809638
-0.3,-2,0.00246337702930092
-0.25,-2,0.00239537276769813
-0.2,-2,0.00233063330933346
-0.15,-2,0.00226899433184882
-0.0999999999999999,-2,0.00221030137351946
-0.0499999999999998,-2,0.00215440920921593
0,-2,0.00210118126984872
0.0500000000000003,-2,0.00205048910212137
0.1,-2,0.00200221186566576
0.15,-2,0.00195623586485999
0.2,-2,0.00191245411283832
0.25,-2,0.00187076592539459
0.3,-2,0.00183107654265746
0.35,-2,0.00179329677657813
0.4,-2,0.00175734268242129
0.45,-2,0.0017231352525879
0.5,-2,0.00169060013122546
0.55,-2,0.00165966734819892
0.6,-2,0.0016302710711034
0.65,-2,0.00160234937409959
0.7,-2,0.0015758440224453
0.75,-2,0.00155070027168125
0.8,-2,0.00152686668050859
0.85,-2,0.00150429493646775
0.9,-2,0.00148293969359638
0.95,-2,0.00146275842130608
1,-2,0.00144371126377574
1.05,-2,0.00142576090921308
1.1,-2,0.00140887246838577
1.15,-2,0.00139301336186997
1.2,-2,0.0013781532155072
1.25,-2,0.00136426376360083
1.3,-2,0.00135131875942077
1.35,-2,0.0013392938926203
1.4,-2,0.00132816671320132
1.45,-2,0.0013179165616956
1.5,-2,0.00130852450525799
1.55,-2,0.00129997327939501
1.6,-2,0.00129224723507772
1.65,-2,0.00128533229101223
1.7,-2,0.0012792158908638
1.75,-2,0.00127388696525284
1.8,-2,0.00126933589836159
1.85,-2,0.00126555449901056
1.9,-2,0.00126253597608277
1.95,-2,0.00126027491819264
2,-2,0.00125876727751428
-2,-1.95,0.00934780516479712
-1.95,-1.95,0.00891502493553919
-1.9,-1.95,0.00850734594269976
-1.85,-1.95,0.00812314573905273
-1.8,-1.95,0.00776091661882681
-1.75,-1.95,0.00741925692369691
-1.7,-1.95,0.00709686304781011
-1.65,-1.95,0.00679252208272347
-1.6,-1.95,0.00650510504836148
-1.55,-1.95,0.00623356066084973
-1.5,-1.95,0.00597690959239433
-1.45,-1.95,0.00573423918229565
-1.4,-1.95,0.00550469856174708
-1.35,-1.95,0.00528749415830835
-1.3,-1.95,0.00508188554888973
-1.25,-1.95,0.00488718163276412
-1.2,-1.95,0.004702737098565
-1.15,-1.95,0.00452794916145095
-1.1,-1.95,0.00436225454864189
-1.05,-1.95,0.00420512671337824
-1,-1.95,0.00405607325903563
-0.95,-1.95,0.00391463355666298
-0.9,-1.95,0.00378037654061113
-0.85,-1.95,0.00365289866819682
-0.8,-1.95,0.00353182203051373
-0.75,-1.95,0.00341679260256713
-0.7,-1.95,0.00330747862188271
-0.65,-1.95,0.00320356908562973
-0.6,-1.95,0.00310477235711203
-0.55,-1.95,0.00301081487322499
-0.5,-1.95,0.00292143994515725
-0.45,-1.95,0.0028364066452394
-0.4,-1.95,0.00275548877341247
-0.35,-1.95,0.00267847389731215
-0.3,-1.95,0.00260516246044359
-0.25,-1.95,0.00253536695336086
-0.2,-1.95,0.002468911143168
-0.15,-1.95,0.0024056293570279
-0.0999999999999999,-1.95,0.00234536581570479
-0.0499999999999998,-1.95,0.0022879740134766
0,-1.95,0.00223331614104038
0.0500000000000003,-1.95,0.00218126254829573
0.1,-1.95,0.00213169124413332
0.15,-1.95,0.00208448743057705
0.2,-1.95,0.00203954306883298
0.25,-1.95,0.00199675647498584
0.3,-1.95,0.00195603194325697
0.35,-1.95,0.00191727939489694
0.4,-1.95,0.00188041405093275
0.45,-1.95,0.00184535612712498
0.5,-1.95,0.00181203054961485
0.55,-1.95,0.00178036668985656
0.6,-1.95,0.00175029811753627
0.65,-1.95,0.0017217623702776
0.7,-1.95,0.00169470073902391
0.75,-1.95,0.0016690580680718
0.8,-1.95,0.00164478256880774
0.85,-1.95,0.0016218256462718
0.9,-1.95,0.0016001417377388
0.95,-1.95,0.00157968816256928
1,-1.95,0.00156042498263978
1.05,-1.95,0.00154231487271534
1.1,-1.95,0.00152532300017654
1.15,-1.95,0.00150941691355971
1.2,-1.95,0.0014945664394117
1.25,-1.95,0.00148074358700091
1.3,-1.95,0.00146792246046365
1.35,-1.95,0.00145607917800025
1.4,-1.95,0.00144519179776798
1.45,-1.95,0.00143524025014901
1.5,-1.95,0.00142620627610089
1.55,-1.95,0.00141807337132432
1.6,-1.95,0.0014108267360093
1.65,-1.95,0.00140445322994543
1.7,-1.95,0.00139894133280563
1.75,-1.95,0.00139428110943538
1.8,-1.95,0.00139046418000083
1.85,-1.95,0.0013874836948704
1.9,-1.95,0.00138533431412423
