"Southeast.Winds","Northeast.Winds","Abundance","Std_Error","Error"
-2,-2,0.00860154241230095,0,0.00344826948496312
-1.95,-2,0.00829684108768195,0,0.00326962303501753
-1.9,-2,0.00800729702834562,0,0.00310375862482644
-1.85,-2,0.00773207104208699,0,0.00294973117961638
-1.8,-2,0.00747037601940924,0,0.00280666772011988
-1.75,-2,0.00722147345581961,0,0.00267376175104777
-1.7,-2,0.00698467022303459,0,0.00255026812959068
-1.65,-2,0.00675931557028166,0,0.00243549837086089
-1.6,-2,0.00654479833838015,0,0.00232881635069256
-1.55,-2,0.0063405443706556,0,0.00222963436945227
-1.5,-2,0.0061460141059998,0,0.00213740954351276
-1.45,-2,0.00596070034054364,0,0.00205164049384384
-1.4,-2,0.00578412614546884,0,0.00197186430380267
-1.35,-2,0.00561584292945844,0,0.00189765372067976
-1.3,-2,0.00545542863517907,0,0.00182861457789073
-1.25,-2,0.00530248606000936,0,0.0017643834169041
-1.2,-2,0.0051566412919839,0,0.00170462529006486
-1.15,-2,0.00501754225261569,0,0.00164903172741199
-1.1,-2,0.00488485733889864,0,0.00159731885239192
-1.05,-2,0.00475827415737894,0,0.00154922563303653
-1,-2,0.00463749834372422,0,0.00150451225669988
-0.95,-2,0.00452225246171778,0,0.00146295861783098
-0.9,-2,0.00441227497606267,0,0.00142436290950096
-0.85,-2,0.00430731929380322,0,0.0013885403105048
-0.8,-2,0.00420715286956056,0,0.0013553217608257
-0.75,-2,0.00411155637013746,0,0.00132455281909215
-0.7,-2,0.00402032289437869,0,0.0012960925963836
-0.65,-2,0.00393325724447852,0,0.00126981276136171
-0.6,-2,0.00385017524520838,0,0.00124559661223294
-0.55,-2,0.00377090310779846,0,0.001223338211497
-0.5,-2,0.00369527683544643,0,0.00120294157981723
-0.45,-2,0.00362314166764928,0,0.00118431994567408
-0.4,-2,0.003554351560759,0,0.00116739504774321
-0.35,-2,0.00348876870235257,0,0.00115209648718268
-0.3,-2,0.0034262630571824,0,0.0011383611272281
-0.25,-2,0.00336671194263593,0,0.00112613253768568
-0.2,-2,0.00330999963178296,0,0.00111536048208493
-0.15,-2,0.00325601698222931,0,0.00110600044540887
-0.0999999999999999,-2,0.00320466108912394,0,0.00109801320046146
-0.0499999999999998,-2,0.00315583496078679,0,0.00109136441106041
0,-2,0.00310944721553532,0,0.00108602427035934
0.0500000000000003,-2,0.00306541179839126,0,0.00108196717270579
0.1,-2,0.00302364771644433,0,0.00107917141753117
0.15,-2,0.00298407879173919,0,0.00107761894384556
0.2,-2,0.00294663343063443,0,0.00107729509397389
0.25,-2,0.00291124440865933,0,0.00107818840522254
0.3,-2,0.0028778486699664,0,0.00108029042820645
0.35,-2,0.00284638714054407,0,0.00108359557059987
0.4,-2,0.00281680455441668,0,0.00108810096509958
0.45,-2,0.00278904929211752,0,0.00109380636041121
0.5,-2,0.0027630732307746,0,0.00110071403408962
0.55,-2,0.00273883160520076,0,0.00110882872608542
0.6,-2,0.00271628287942708,0,0.00111815759187485
0.65,-2,0.002695388628164,0,0.00112871017408091
0.7,-2,0.00267611342771676,0,0.00114049839153246
0.75,-2,0.00265842475592176,0,0.00115353654475577
0.8,-2,0.0026422929007083,0,0.00116784133695053
0.85,-2,0.00262769087692584,0,0.00118343190957065
0.9,-2,0.00261459435111078,0,0.00120032989170802
0.95,-2,0.00260298157389922,0,0.00121855946256503
1,-2,0.00259283331982275,0,0.00123814742639724
1.05,-2,0.0025841328342541,0,0.00125912329941081
1.1,-2,0.00257686578729743,0,0.00128151940820744
1.15,-2,0.00257102023444583,0,0.00130537099948251
1.2,-2,0.00256658658385457,0,0.00133071636079718
1.25,-2,0.00256355757010464,0,0.00135759695236174
1.3,-2,0.00256192823435616,0,0.00138605754988437
1.35,-2,0.00256169591081558,0,0.00141614639865502
1.4,-2,0.00256286021946506,0,0.00144791537914857
1.45,-2,0.00256542306502634,0,0.00148142018454367
1.5,-2,0.00256938864215491,0,0.00151672051066382
