"Southeast.Winds","Northeast.Winds","Abundance","Std_Error","Error"
-2,-2,0.00125826133247875,0,0.000450702617799238
-1.95,-2,0.001251151011859,0,0.0004453555596052
-1.9,-2,0.00124096317454071,0,0.000440027521425705
-1.85,-2,0.00122777373407651,0,0.000434696760629924
-1.8,-2,0.00121168034748193,0,0.000429332839029343
-1.75,-2,0.00119280121122345,0,0.000423898775175926
-1.7,-2,0.00117127361591596,0,0.000418353308074637
-1.65,-2,0.00114725228444613,0,0.000412653147339011
-1.6,-2,0.00112090752164903,0,0.000406755100116617
-1.55,-2,0.00109242320646478,0,0.000400617987011652
-1.5,-2,0.00106199465963795,0,0.000394204284406396
-1.45,-2,0.00102982642146058,0,0.000387481455976311
-1.4,-2,0.000996129974781726,0,0.00038042295941317
-1.35,-2,0.000961121448515899,0,0.000373008933856274
-1.3,-2,0.000925019336195828,0,0.000365226588532596
-1.25,-2,0.000888042262769274,0,0.000357070323537344
-1.2,-2,0.000850406830884131,0,0.000348541619928499
-1.15,-2,0.0008123255754056,0,0.000339648739015019
-1.1,-2,0.000774005051938164,0,0.000330406270649908
-1.05,-2,0.000735644081767755,0,0.000320834568250751
-1,-2,0.00069743217198513,0,0.00031095910483923
-0.95,-2,0.00065954812569386,0,0.000300809780184359
-0.9,-2,0.000622158853239298,0,0.00029042020459907
-0.85,-2,0.00058541839141086,0,0.000279826980411048
-0.8,-2,0.000549467133657121,0,0.000269068997842551
-0.75,-2,0.000514431270593462,0,0.000258186758144912
-0.7,-2,0.000480422436548968,0,0.000247221733430554
-0.65,-2,0.000447537554657209,0,0.000236215769766986
-0.6,-2,0.000415858870097363,0,0.000225210537743056
-0.55,-2,0.000385454158579808,0,0.000214247032859212
-0.5,-2,0.000356377095073243,0,0.000203365126682694
-0.45,-2,0.000328667766106387,0,0.00019260316868456
-0.4,-2,0.000302353307752374,0,0.000181997637971404
-0.35,-2,0.000277448650613036,0,0.000171582843671699
-0.3,-2,0.000253957352748363,0,0.000161390672468976
-0.25,-2,0.000231872501519637,0,0.00015145038163132
-0.2,-2,0.000211177665701139,0,0.000141788435816774
-0.15,-2,0.000191847879927562,0,0.000132428385894958
-0.0999999999999999,-2,0.000173850644539434,0,0.000123390787984311
-0.0499999999999998,-2,0.00015714692512157,0,0.000114693160840405
0,-2,0.000141692137452341,0,0.000106349979631623
0.0500000000000003,-2,0.000127437105146694,0,9.83727040007787e-05
0.1,-2,0.000114328978936692,0,9.07698381387784e-05
0.15,-2,0.000102312108245201,0,8.35470203980706e-05
0.2,-2,9.13288574297257e-05,0,7.67071397622814e-05
0.25,-2,8.13203607665055e-05,0,7.02504762786745e-05
0.3,-2,7.222721187666e-05,0,6.41748623670327e-05
0.35,-2,6.39900848379918e-05,0,5.84758617564208e-05
0.4,-2,5.65502856547316e-05,0,5.31469626823642e-05
0.45,-2,4.98502340549557e-05,0,4.81797819108666e-05
0.5,-2,4.38338767385683e-05,0,4.35642761489447e-05
0.55,-2,3.84470341994436e-05,0,3.92889574571991e-05
0.6,-2,3.36376840899006e-05,0,3.53411093983924e-05
0.65,-2,2.93561847845665e-05,0,3.17070008340882e-05
0.7,-2,2.55554433379113e-05,0,2.83720945135854e-05
0.75,-2,2.21910324224091e-05,0,2.53212478780193e-05
0.8,-2,1.92212610920221e-05,0,2.25389038184307e-05
0.85,-2,1.66072043500731e-05,0,2.00092694696937e-05
0.9,-2,1.43126965245766e-05,0,1.77164814818953e-05
0.95,-2,1.23042933815974e-05,0,1.56447565766112e-05
1,-2,1.05512077525214e-05,0,1.37785265575732e-05
1.05,-2,9.02522322855648e-06,0,1.21025572944334e-05
1.1,-2,7.70059019927725e-06,0,1.06020515267848e-05
1.15,-2,6.55390819486433e-06,0,9.26273563675932e-06
1.2,-2,5.56399814621623e-06,0,8.07093080729564e-06
1.25,-2,4.71176781459259e-06,0,7.01360921594008e-06
1.3,-2,3.98007327290397e-06,0,6.07843610866868e-06
1.35,-2,3.35357895291428e-06,0,5.2537987538998e-06
1.4,-2,2.81861841385289e-06,0,4.52882339404846e-06
1.45,-2,2.36305764430509e-06,0,3.89338139216336e-06
1.5,-2,1.97616238554893e-06,0,3.33808581677943e-06
1.55,-2,1.64847066432008e-06,0,2.85427972220077e-06
1.6,-2,1.37167144879666e-06,0,2.43401736759192e-06
1.65,-2,1.13849009489488e-06,0,2.07003958041097e-06
1.7,-2,9.42581031375229e-07,0,1.75574441193126e-06
1.75,-2,7.78427941653666e-07,0,1.48515415893273e-06
1.8,-2,6.41251536850288e-07,0,1.25287974004298e-06
1.85,-2,5.26924877250262e-07,0,1.05408332137978e-06
1.9,-2,4.31896086374297e-07,0,8.84439987492131e-07
1.95,-2,3.53118211361513e-07,0,7.40099153147726e-07
2,-2,2.87985913274723e-07,0,6.17646311894734e-07
-2,-1.95,0.00138372373268243,0,0.000484857432810652
-1.95,-1.95,0.00137871269339403,0,0.000479319186690073
-1.9,-1.95,0.00137027722642283,0,0.000473837780548702
-1.85,-1.95,0.00135848043329171,0,0.000468392387234188
-1.8,-1.95,0.00134341012342785,0,0.000462951072422948
-1.75,-1.95,0.00132517772575823,0,0.000457473167804933
-1.7,-1.95,0.00130391691682798,0,0.000451911848648387
-1.65,-1.95,0.00127978198906588,0,0.000446216762477066
