"Year","Month","displacement","SOI_mean","count","Harm_Month"
1861,3,1760.10966423965,NA,248,1.5707963267949
1861,4,1311.22835223031,NA,240,2.0943951023932
1861,5,1902.20804829295,NA,248,2.61799387799149
1861,6,3782.48117309465,NA,240,3.14159265358979
1861,7,4956.33647300542,NA,248,3.66519142918809
1861,8,1479.10586679912,NA,248,4.18879020478639
1861,9,890.787008473381,NA,240,4.71238898038469
1861,10,2089.49456555285,NA,248,5.23598775598299
1861,11,2736.2836150351,NA,240,5.75958653158129
1861,12,2921.89690643093,NA,248,6.28318530717959
1862,1,3010.66667228793,NA,248,0.523598775598299
1862,2,2977.23389420895,NA,224,1.0471975511966
1862,3,1760.58825473755,NA,248,1.5707963267949
1862,4,969.993410442135,NA,240,2.0943951023932
1862,5,3258.54931366494,NA,248,2.61799387799149
1862,6,3011.25250501681,NA,240,3.14159265358979
1862,7,7328.1858354507,NA,248,3.66519142918809
1862,8,3722.89012588088,NA,248,4.18879020478639
1862,9,3290.81046946975,NA,240,4.71238898038469
1862,10,1342.13651375717,NA,248,5.23598775598299
1862,11,2389.74466281328,NA,240,5.75958653158129
1862,12,2864.01473388283,NA,248,6.28318530717959
1863,1,3331.66020840501,NA,248,0.523598775598299
1863,2,3151.93852501266,NA,224,1.0471975511966
1863,3,2596.06009691311,NA,248,1.5707963267949
1863,4,1161.94789655076,NA,240,2.0943951023932
1863,5,2472.2257965401,NA,248,2.61799387799149
1863,6,4320.2195954618,NA,240,3.14159265358979
1863,7,4379.94684232082,NA,248,3.66519142918809
1863,8,4333.58594548374,NA,248,4.18879020478639
1863,9,1213.49872465902,NA,240,4.71238898038469
1863,10,1614.50949637512,NA,248,5.23598775598299
1863,11,2655.89499393975,NA,240,5.75958653158129
1863,12,3461.29963508784,NA,248,6.28318530717959
1864,1,4808.04712997357,NA,248,0.523598775598299
1864,2,4037.14797035662,NA,232,1.0471975511966
1864,3,2609.43666218199,NA,248,1.5707963267949
1864,4,1386.59590108293,NA,240,2.0943951023932
1864,5,1654.23244812784,NA,248,2.61799387799149
1864,6,4035.22999336832,NA,240,3.14159265358979
1864,7,5182.68016275992,NA,248,3.66519142918809
1864,8,6280.38870558828,NA,248,4.18879020478639
1864,9,1683.45541176218,NA,240,4.71238898038469
1864,10,1914.16868504624,NA,248,5.23598775598299
1864,11,2540.13986151566,NA,240,5.75958653158129
1864,12,3321.0465674222,NA,248,6.28318530717959
1865,1,3740.11039545206,NA,248,0.523598775598299
1865,2,2673.10677102319,NA,224,1.0471975511966
1865,3,2599.01814438866,NA,248,1.5707963267949
1865,4,822.534903543399,NA,240,2.0943951023932
1865,5,4166.66160066511,NA,248,2.61799387799149
1865,6,2901.0778170317,NA,240,3.14159265358979
1865,7,4420.05778968115,NA,248,3.66519142918809
1865,8,2093.68008619408,NA,248,4.18879020478639
1865,9,2359.73824218346,NA,240,4.71238898038469
1865,10,1470.56171566199,NA,248,5.23598775598299
1865,11,2813.15764097618,NA,240,5.75958653158129
1865,12,3160.0578631415,NA,248,6.28318530717959
1866,1,3383.4198560749,NA,248,0.523598775598299
1866,2,2659.74881014079,NA,224,1.0471975511966
1866,3,1746.76779342559,NA,248,1.5707963267949
1866,4,1224.49503027343,NA,240,2.0943951023932
1866,5,2701.57869968009,NA,248,2.61799387799149
1866,6,3308.92761701371,NA,240,3.14159265358979
1866,7,3863.46676824792,NA,248,3.66519142918809
1866,8,2869.89329151744,NA,248,4.18879020478639
1866,9,2614.77626407771,NA,240,4.71238898038469
1866,10,1894.08632844033,NA,248,5.23598775598299
1866,11,2607.69881479928,NA,240,5.75958653158129
1866,12,2950.04342174087,NA,248,6.28318530717959
1867,1,2666.86486918128,NA,248,0.523598775598299
1867,2,2541.67559892437,NA,224,1.0471975511966
1867,3,1922.60223349904,NA,248,1.5707963267949
1867,4,1125.44183915176,NA,240,2.0943951023932
1867,5,1566.37446872193,NA,248,2.61799387799149
1867,6,3982.16825941144,NA,240,3.14159265358979
1867,7,4059.38894384913,NA,248,3.66519142918809
1867,8,1979.87089476125,NA,248,4.18879020478639
1867,9,3929.80222056356,NA,240,4.71238898038469
1867,10,3484.824467757,NA,248,5.23598775598299
1867,11,2489.22538016634,NA,240,5.75958653158129
1867,12,3424.68225815305,NA,248,6.28318530717959
1868,1,3281.75002940228,NA,248,0.523598775598299
1868,2,1416.32260759058,NA,232,1.0471975511966
1868,3,2508.79592072179,NA,248,1.5707963267949
1868,4,1188.75339658658,NA,240,2.0943951023932
1868,5,30.4274352594283,NA,248,2.61799387799149
1868,6,5056.25926971427,NA,240,3.14159265358979
1868,7,3392.54319745563,NA,248,3.66519142918809
1868,8,3216.89874706776,NA,248,4.18879020478639
1868,9,2489.70401343606,NA,240,4.71238898038469
1868,10,1847.13792961077,NA,248,5.23598775598299
1868,11,2785.13205609072,NA,240,5.75958653158129
1868,12,3143.7238288833,NA,248,6.28318530717959
1869,1,3286.43052273006,NA,248,0.523598775598299
1869,2,2884.938083506,NA,224,1.0471975511966
1869,3,2704.85658888567,NA,248,1.5707963267949
1869,4,1211.14709011392,NA,240,2.0943951023932
1869,5,2408.53714840738,NA,248,2.61799387799149
1869,6,4223.56056846787,NA,240,3.14159265358979
1869,7,2126.26594222955,NA,248,3.66519142918809
1869,8,2181.33429999788,NA,248,4.18879020478639
1869,9,1600.70761998986,NA,240,4.71238898038469
1869,10,3340.45620954995,NA,248,5.23598775598299
1869,11,2423.76810185403,NA,240,5.75958653158129
1869,12,3527.55248861132,NA,248,6.28318530717959
1870,1,2233.09068516426,NA,248,0.523598775598299
1870,2,1601.13510816192,NA,224,1.0471975511966
1870,3,1517.0530607906,NA,248,1.5707963267949
1870,4,1110.4604883701,NA,240,2.0943951023932
1870,5,952.202712078084,NA,248,2.61799387799149
1870,6,4620.30674469767,NA,240,3.14159265358979
1870,7,3490.31644719414,NA,248,3.66519142918809
1870,8,5218.44703136082,NA,248,4.18879020478639
1870,9,1229.00359894023,NA,240,4.71238898038469
1870,10,782.653439013337,NA,248,5.23598775598299
1870,11,1537.60725864422,NA,240,5.75958653158129
1870,12,3240.29727461208,NA,248,6.28318530717959
1871,1,3525.31081834367,NA,248,0.523598775598299
1871,2,2396.47350712368,NA,224,1.0471975511966
1871,3,1928.31280057275,NA,248,1.5707963267949
1871,4,898.132677456676,NA,240,2.0943951023932
1871,5,3212.57856925197,NA,248,2.61799387799149
1871,6,4368.59122189613,NA,240,3.14159265358979
1871,7,4896.59024861925,NA,248,3.66519142918809
1871,8,2637.22234199771,NA,248,4.18879020478639
1871,9,1223.28965234483,NA,240,4.71238898038469
1871,10,1379.37746289294,NA,248,5.23598775598299
1871,11,2027.87720835161,NA,240,5.75958653158129
1871,12,2931.58012623816,NA,248,6.28318530717959
1872,1,3510.35076015594,NA,248,0.523598775598299
1872,2,2506.43564646845,NA,232,1.0471975511966
1872,3,1316.2610207949,NA,248,1.5707963267949
1872,4,542.327536128457,NA,240,2.0943951023932
1872,5,2068.08822608477,NA,248,2.61799387799149
1872,6,4541.93165867468,NA,240,3.14159265358979
1872,7,4659.30479093493,NA,248,3.66519142918809
1872,8,1880.20186771028,NA,248,4.18879020478639
1872,9,1161.73906386825,NA,240,4.71238898038469
1872,10,1206.62942399666,NA,248,5.23598775598299
1872,11,1673.3137236811,NA,240,5.75958653158129
1872,12,2408.68240442091,NA,248,6.28318530717959
1873,1,3474.36648648291,NA,248,0.523598775598299
1873,2,2592.75355496121,NA,224,1.0471975511966
1873,3,1414.98124898869,NA,248,1.5707963267949
1873,4,1689.57546082081,NA,240,2.0943951023932
1873,5,1795.82239908581,NA,248,2.61799387799149
1873,6,2523.04825617736,NA,240,3.14159265358979
1873,7,1754.95516123086,NA,248,3.66519142918809
1873,8,3297.82432967238,NA,248,4.18879020478639
1873,9,2999.55402033349,NA,240,4.71238898038469
1873,10,1409.02342529713,NA,248,5.23598775598299
1873,11,2983.29863646424,NA,240,5.75958653158129
1873,12,3481.90820374666,NA,248,6.28318530717959
1874,1,4092.42256298764,NA,248,0.523598775598299
1874,2,2926.26627708751,NA,224,1.0471975511966
1874,3,1673.20127607603,NA,248,1.5707963267949
1874,4,1089.20351786035,NA,240,2.0943951023932
1874,5,6474.13177213616,NA,248,2.61799387799149
1874,6,3996.33688199193,NA,240,3.14159265358979
1874,7,4245.98420373629,NA,248,3.66519142918809
1874,8,3856.28979536935,NA,248,4.18879020478639
1874,9,2869.39589714451,NA,240,4.71238898038469
1874,10,1105.93833614257,NA,248,5.23598775598299
1874,11,1734.17792723428,NA,240,5.75958653158129
1874,12,3023.23930947547,NA,248,6.28318530717959
1875,1,3197.11385569909,NA,248,0.523598775598299
1875,2,1814.90161003607,NA,224,1.0471975511966
1875,3,1194.69214975244,NA,248,1.5707963267949
1875,4,836.038606381695,NA,240,2.0943951023932
1875,5,2440.20884374118,NA,248,2.61799387799149
1875,6,4968.8738685382,NA,240,3.14159265358979
1875,7,1788.14396871475,NA,248,3.66519142918809
1875,8,3630.1915074214,NA,248,4.18879020478639
1875,9,2393.59169127132,NA,240,4.71238898038469
1875,10,970.928540175402,NA,248,5.23598775598299
1875,11,2204.77416335552,NA,240,5.75958653158129
1875,12,1827.4036132979,NA,248,6.28318530717959
1876,1,2660.18771704611,11.3,248,0.523598775598299
1876,2,2209.10433498009,11,232,1.0471975511966
1876,3,2062.17582805333,0.2,248,1.5707963267949
1876,4,1158.91725078002,9.4,240,2.0943951023932
1876,5,1416.42366182361,6.8,248,2.61799387799149
1876,6,3105.8699618442,17.2,240,3.14159265358979
1876,7,3735.87249109906,-5.6,248,3.66519142918809
1876,8,1800.23749189285,12.3,248,4.18879020478639
1876,9,1858.74306689156,10.5,240,4.71238898038469
1876,10,1478.5872720543,-8,248,5.23598775598299
1876,11,2218.4245171077,-2.7,240,5.75958653158129
1876,12,3072.85188588571,-3,248,6.28318530717959
1877,1,3708.91279476814,-9.7,248,0.523598775598299
1877,2,2938.01621301175,-6.5,224,1.0471975511966
1877,3,1660.35122366728,-4.7,248,1.5707963267949
1877,4,484.515338875387,-9.6,240,2.0943951023932
1877,5,4594.77368717836,3.6,248,2.61799387799149
1877,6,1669.96340975292,-16.8,240,3.14159265358979
1877,7,1678.23577200583,-10.2,248,3.66519142918809
1877,8,2346.1912760766,-8.2,248,4.18879020478639
1877,9,1811.68724032639,-17.2,240,4.71238898038469
1877,10,1678.47178809365,-16,248,5.23598775598299
1877,11,2650.9614529561,-12.6,240,5.75958653158129
1877,12,2869.96488228509,-12.6,248,6.28318530717959
1878,1,3151.5478567183,-8.7,248,0.523598775598299
1878,2,2315.08098807988,-21.1,224,1.0471975511966
1878,3,1524.62541620912,-15.5,248,1.5707963267949
1878,4,1687.0146348813,-8.8,240,2.0943951023932
1878,5,2602.39742379851,2.1,248,2.61799387799149
1878,6,3987.57876937768,-3.1,240,3.14159265358979
1878,7,4378.34415445546,15.9,248,3.66519142918809
1878,8,5105.8060580181,13,248,4.18879020478639
1878,9,2322.77291816274,17.7,240,4.71238898038469
1878,10,2656.20898200596,10.9,248,5.23598775598299
1878,11,2206.05115799608,15.1,240,5.75958653158129
1878,12,3532.27802396799,17.9,248,6.28318530717959
1879,1,3978.79477111619,12.7,248,0.523598775598299
1879,2,2518.39764044351,14.3,224,1.0471975511966
1879,3,3009.99199529144,13.2,248,1.5707963267949
1879,4,1840.68899891209,12.7,240,2.0943951023932
1879,5,4916.33375197411,2.1,248,2.61799387799149
1879,6,4673.61889203373,16.4,240,3.14159265358979
1879,7,2618.77058468924,21.8,248,3.66519142918809
1879,8,3645.1323697047,22.6,248,4.18879020478639
1879,9,3499.01131035788,18.9,240,4.71238898038469
1879,10,1446.01944957619,15.2,248,5.23598775598299
1879,11,2225.51271219403,9.8,240,5.75958653158129
1879,12,3978.31736693257,-5.5,248,6.28318530717959
1880,1,4669.48528278562,10.8,248,0.523598775598299
1880,2,2675.35119215293,7.7,232,1.0471975511966
1880,3,2726.60502986357,14.3,248,1.5707963267949
1880,4,1769.6051341271,5.3,240,2.0943951023932
1880,5,3995.29458037925,12.3,248,2.61799387799149
1880,6,4526.91333296784,9.1,240,3.14159265358979
1880,7,4462.81438480272,1.6,248,3.66519142918809
1880,8,3870.70587834783,14.3,248,4.18879020478639
1880,9,1518.55405449836,8.1,240,4.71238898038469
1880,10,2637.89459858386,4.8,248,5.23598775598299
1880,11,2970.03621090685,7.2,240,5.75958653158129
1880,12,3634.6765632924,-1.9,248,6.28318530717959
1881,1,5167.62432978135,-7.3,248,0.523598775598299
1881,2,3272.66725261967,-5.5,224,1.0471975511966
1881,3,3358.02037801348,1.8,248,1.5707963267949
1881,4,1059.75460591652,0.3,240,2.0943951023932
1881,5,2105.81309957355,-4.3,248,2.61799387799149
1881,6,4644.92771952066,-4.7,240,3.14159265358979
1881,7,3514.08489855503,-5.6,248,3.66519142918809
1881,8,2266.98674318721,-11.4,248,4.18879020478639
1881,9,2433.25405760332,-13.6,240,4.71238898038469
1881,10,3441.70107839194,-23.9,248,5.23598775598299
1881,11,2194.52813747482,7.2,240,5.75958653158129
1881,12,4013.21549709819,9.8,248,6.28318530717959
1882,1,4962.07529708362,-6.8,248,0.523598775598299
1882,2,3974.49197038833,-1.3,224,1.0471975511966
1882,3,2931.83244431449,5.1,248,1.5707963267949
1882,4,1536.44540933382,1.2,240,2.0943951023932
1882,5,3985.07205558752,6.8,248,2.61799387799149
1882,6,4450.04191064279,-12,240,3.14159265358979
1882,7,4137.81871022171,-21.3,248,3.66519142918809
1882,8,2974.86279814491,-25.6,248,4.18879020478639
1882,9,2875.31919605713,-14.8,240,4.71238898038469
1882,10,2670.17085018969,-2.5,248,5.23598775598299
1882,11,2432.18910091226,2.6,240,5.75958653158129
1882,12,1653.73470261998,10.3,248,6.28318530717959
1883,1,4556.22023564787,6,248,0.523598775598299
1883,2,2410.83894658371,9.1,224,1.0471975511966
1883,3,2576.83001975065,-25.3,248,1.5707963267949
1883,4,462.146642957657,14.4,240,2.0943951023932
1883,5,3649.70091449743,13.9,248,2.61799387799149
1883,6,3517.44594471037,3.4,240,3.14159265358979
1883,7,5348.16708581296,-10.2,248,3.66519142918809
1883,8,2187.19381852056,1.4,248,4.18879020478639
1883,9,3311.63589226869,-8.2,240,4.71238898038469
1883,10,2633.12912885614,4.8,248,5.23598775598299
1883,11,3584.73181636957,5.2,240,5.75958653158129
1883,12,3131.0032662414,-15.2,248,6.28318530717959
1884,1,3262.68178969631,-12.5,248,0.523598775598299
1884,2,3692.28896908163,-5,232,1.0471975511966
1884,3,3598.49565267936,9.4,248,1.5707963267949
1884,4,497.963466970958,-15.4,240,2.0943951023932
1884,5,3940.67972480925,1.3,248,2.61799387799149
1884,6,3060.91646727377,9.1,240,3.14159265358979
1884,7,2558.35976980884,-3,248,3.66519142918809
1884,8,3474.76489213084,-5,248,4.18879020478639
1884,9,1489.93633906773,-7,240,4.71238898038469
1884,10,3262.08132307428,4.2,248,5.23598775598299
1884,11,3652.71684041022,-1.4,240,5.75958653158129
1884,12,3326.31010836119,-12.6,248,6.28318530717959
1885,1,4252.36641196133,-16.3,248,0.523598775598299
1885,2,2838.37152307899,1.6,224,1.0471975511966
1885,3,3223.86307140272,5.1,248,1.5707963267949
1885,4,1193.35506778922,-0.5,240,2.0943951023932
1885,5,2517.3710161059,-4.3,248,2.61799387799149
1885,6,6701.71103190015,-14.4,240,3.14159265358979
1885,7,2197.22631359962,-5,248,3.66519142918809
1885,8,3454.64265665111,-9.5,248,4.18879020478639
1885,9,3594.92551749258,-4,240,4.71238898038469
1885,10,1737.86098541609,-17.8,248,5.23598775598299
1885,11,3214.88220402862,-15.9,240,5.75958653158129
1885,12,3808.49106261007,5.2,248,6.28318530717959
1886,1,3168.86192652395,-0.6,248,0.523598775598299
1886,2,1961.85896076876,1.6,224,1.0471975511966
1886,3,3225.90486782826,2.9,248,1.5707963267949
1886,4,1644.98354109892,4.5,240,2.0943951023932
1886,5,3565.97329472879,6,248,2.61799387799149
1886,6,666.281789529948,5,240,3.14159265358979
1886,7,2697.32347967949,7.4,248,3.66519142918809
1886,8,4444.72484889018,13.6,248,4.18879020478639
1886,9,2742.398126142,13.5,240,4.71238898038469
1886,10,4517.07532708876,13.4,248,5.23598775598299
1886,11,2910.27247703924,10.5,240,5.75958653158129
1886,12,3613.98743553678,14.4,248,6.28318530717959
1887,1,3828.01736007042,12.2,248,0.523598775598299
1887,2,2357.18286807722,11,224,1.0471975511966
1887,3,3205.55559925045,10,248,1.5707963267949
1887,4,1369.79182669606,9.4,240,2.0943951023932
1887,5,2682.30204401507,-4.3,248,2.61799387799149
1887,6,6351.72371626663,5,240,3.14159265358979
1887,7,4874.06406326893,4.8,248,3.66519142918809
1887,8,2432.5431080119,4.6,248,4.18879020478639
1887,9,5324.5869917267,5.1,240,4.71238898038469
1887,10,3446.24214705907,4.8,248,5.23598775598299
1887,11,2400.47088814001,-5.3,240,5.75958653158129
1887,12,4744.13666750294,5.2,248,6.28318530717959
1888,1,4770.93779927105,-3,248,0.523598775598299
1888,2,2557.25956943281,-2.2,232,1.0471975511966
1888,3,3408.07511695557,-11.7,248,1.5707963267949
1888,4,1734.79638626975,-23.6,240,2.0943951023932
1888,5,1944.03670148428,-9.8,248,2.61799387799149
1888,6,3548.15149993741,-16,240,3.14159265358979
1888,7,4776.66532265481,-16.7,248,3.66519142918809
1888,8,3598.11438330102,-8.9,248,4.18879020478639
1888,9,2060.49492818621,-9.4,240,4.71238898038469
1888,10,1851.66204032329,-14.7,248,5.23598775598299
1888,11,3287.79946557227,-12.6,240,5.75958653158129
1888,12,4083.59718670122,-2.4,248,6.28318530717959
1889,1,2625.55309140678,-25.9,248,0.523598775598299
1889,2,1892.22122742328,-1.7,224,1.0471975511966
1889,3,3521.90038972609,-27.5,248,1.5707963267949
1889,4,1707.24387821151,-0.5,240,2.0943951023932
1889,5,1728.39677622233,-1.9,248,2.61799387799149
1889,6,7660.80880363343,22,240,3.14159265358979
1889,7,2191.07346065434,1.6,248,3.66519142918809
1889,8,3410.80269823356,2.1,248,4.18879020478639
1889,9,2711.77037154455,11.1,240,4.71238898038469
1889,10,2756.74544764373,4.2,248,5.23598775598299
1889,11,3148.52556507871,23,240,5.75958653158129
1889,12,3552.87079751587,22,248,6.28318530717959
1890,1,5465.07745388882,20.8,248,0.523598775598299
1890,2,2576.19291116506,11,224,1.0471975511966
1890,3,2680.33101251593,14.3,248,1.5707963267949
1890,4,610.510411124396,6.9,240,2.0943951023932
1890,5,1341.66606187357,3.6,248,2.61799387799149
1890,6,4709.98736727315,5.8,240,3.14159265358979
1890,7,5573.55348363792,-2.3,248,3.66519142918809
1890,8,5089.27742147514,-3.1,248,4.18879020478639
1890,9,2965.63382014436,9.3,240,4.71238898038469
1890,10,3080.4629849347,3.6,248,5.23598775598299
1890,11,3061.07531010272,2.6,240,5.75958653158129
1890,12,3539.27266591537,0.6,248,6.28318530717959
1891,1,3932.97429563134,15.6,248,0.523598775598299
1891,2,3280.39630918708,-3.6,224,1.0471975511966
1891,3,2575.61846635498,-9.5,248,1.5707963267949
1891,4,1649.94162803991,4.5,240,2.0943951023932
1891,5,1697.87074309897,-0.3,248,2.61799387799149
1891,6,6915.0146302567,-1.5,240,3.14159265358979
1891,7,5991.56778265269,-6.3,248,3.66519142918809
1891,8,5021.48697191476,-8.9,248,4.18879020478639
1891,9,3667.3376748537,-10.6,240,4.71238898038469
1891,10,1946.99514363962,0.6,248,5.23598775598299
1891,11,2118.90339166102,-4.7,240,5.75958653158129
1891,12,3147.87451599773,-4.5,248,6.28318530717959
1892,1,5430.71021194994,2.7,248,0.523598775598299
1892,2,2764.25636472663,-10.2,232,1.0471975511966
1892,3,1424.17417715863,11.1,248,1.5707963267949
1892,4,2206.15081605804,6.9,240,2.0943951023932
1892,5,1345.54926532325,10,248,2.61799387799149
1892,6,4451.30340761011,19.6,240,3.14159265358979
1892,7,4171.60417236545,7.4,248,3.66519142918809
1892,8,3794.50355664609,5.9,248,4.18879020478639
1892,9,3381.65769845874,6.3,240,4.71238898038469
1892,10,3058.04242869588,8.5,248,5.23598775598299
1892,11,2502.51575198686,-0.7,240,5.75958653158129
1892,12,2985.41191016922,3.7,248,6.28318530717959
1893,1,2926.69812414469,11.3,248,0.523598775598299
1893,2,3681.16119742364,7.7,224,1.0471975511966
1893,3,2062.63977405095,-1.4,248,1.5707963267949
1893,4,1957.68436163906,1.2,240,2.0943951023932
1893,5,3101.50707316768,-3.5,248,2.61799387799149
1893,6,5665.22033021626,10.7,240,3.14159265358979
1893,7,7216.44717680791,14,248,3.66519142918809
1893,8,3005.59969477796,7.8,248,4.18879020478639
1893,9,3811.19283147894,5.7,240,4.71238898038469
1893,10,1810.56297652974,7.9,248,5.23598775598299
1893,11,2497.22407742828,2.6,240,5.75958653158129
1893,12,3307.11330377607,1.6,248,6.28318530717959
1894,1,4904.701715387,17.5,248,0.523598775598299
1894,2,3651.53030992633,10,224,1.0471975511966
1894,3,3359.43766563928,5.6,248,1.5707963267949
1894,4,2448.83867661629,-3,240,2.0943951023932
1894,5,2403.90937641152,-5.1,248,2.61799387799149
1894,6,4735.50481955411,-1.5,240,3.14159265358979
1894,7,5869.01457011043,-2.3,248,3.66519142918809
1894,8,4368.80761435961,-5.7,248,4.18879020478639
1894,9,2256.25623132229,-1.6,240,4.71238898038469
1894,10,2183.64077569097,1.8,248,5.23598775598299
