term,estimate,std.error
b_Intercept,-2.32165697870016,0.28141549495334056
b_polyNE_Winds.standardiseddegreeEQ21,-3.8228199237729426,1.990281654165208
b_polyNE_Winds.standardiseddegreeEQ22,-4.998721289289344,1.820854726748314
b_dists_km.standardised,0.1749319313158898,0.1143143090699272
b_polySE_Winds.standardiseddegreeEQ21,5.537119233271611,2.3733591835481933
b_polySE_Winds.standardiseddegreeEQ22,1.2397044431898978,2.237488854459092
b_polyNE_Winds.standardiseddegreeEQ21:dists_km.standardised,10.832185836512181,3.211516131565254
b_polyNE_Winds.standardiseddegreeEQ22:dists_km.standardised,5.965279962816674,2.9460810913660374
b_dists_km.standardised:polySE_Winds.standardiseddegreeEQ21,-10.534325329072074,4.561099871487139
b_dists_km.standardised:polySE_Winds.standardiseddegreeEQ22,6.033773249721605,4.586287196232611
b_SE_Winds.standardised:NE_Winds.standardised,-0.0066630349976345045,0.06933708595385661
b_dists_km.standardised:SE_Winds.standardised:NE_Winds.standardised,-0.2676934318898322,0.14437380595056296
sd_Project_ID__Intercept,0.5613663486206638,0.3224378012870835
shape,0.6565142895057235,0.020758162270542085
hu,0.04064444382918869,0.005127291082945701
"r_Project_ID[P10,Intercept]",0.34016655244116545,0.3581260285539673
"r_Project_ID[P11,Intercept]",0.5982036417556396,0.45792000101286273
"r_Project_ID[P12_PH,Intercept]",-0.1164901202777835,0.31697816683369756
"r_Project_ID[P3,Intercept]",-0.32400046289789175,0.2807345618791334
"r_Project_ID[P4,Intercept]",-0.49100587402039364,0.2904122769796828
"r_Project_ID[P6,Intercept]",-0.3064815451839147,0.29245537450654235
"r_Project_ID[P8,Intercept]",0.4129502893321252,0.34381916657483275
