term,estimate,std.error
b_Intercept,-2.3795041364071525,0.2669895315818106
b_polyNE_Winds.standardiseddegreeEQ21,-3.2104170493640503,2.159683754064752
b_polyNE_Winds.standardiseddegreeEQ22,-6.581283328012804,2.032783132771213
b_dists_km.standardised,0.3852481117103205,0.15689495410808849
b_polySE_Winds.standardiseddegreeEQ21,6.81256219598286,2.706496722102175
b_polySE_Winds.standardiseddegreeEQ22,-1.6886094965897671,2.060393128784175
b_polyNE_Winds.standardiseddegreeEQ21:dists_km.standardised,5.894931752188475,3.4163342305079754
b_polyNE_Winds.standardiseddegreeEQ22:dists_km.standardised,7.986471235011733,4.154739920301303
b_dists_km.standardised:polySE_Winds.standardiseddegreeEQ21,-8.75019805252465,4.3051675724658525
b_dists_km.standardised:polySE_Winds.standardiseddegreeEQ22,12.796548066771367,4.67826089602729
b_SE_Winds.standardised:NE_Winds.standardised,0.1365452408051699,0.09083539803371816
b_dists_km.standardised:SE_Winds.standardised:NE_Winds.standardised,-0.49999243362932577,0.1915349558716335
sd_Project_ID__Intercept,0.5373665308448574,0.261382424621452
shape,0.6503627274414809,0.02062494794124034
hu,0.0406918591442869,0.005181452749846547
"r_Project_ID[P10,Intercept]",0.3747625324184165,0.34821889246296017
"r_Project_ID[P11,Intercept]",0.4329875598123767,0.3829007096132515
"r_Project_ID[P12_PH,Intercept]",-0.09570504431395727,0.3034505152256447
"r_Project_ID[P3,Intercept]",-0.3579601073465326,0.2631560905543829
"r_Project_ID[P4,Intercept]",-0.4416208854223562,0.27143295443569304
"r_Project_ID[P6,Intercept]",-0.3418105118456228,0.2777042887057098
"r_Project_ID[P8,Intercept]",0.4890008820442515,0.33147454752802813
