term,estimate,std.error
b_Intercept,-2.3761011200525157,0.2607148675602339
b_polyNE_Winds.standardiseddegreeEQ21,-3.1784339085444104,2.1530770731396185
b_polyNE_Winds.standardiseddegreeEQ22,-6.440000741978896,2.0487236930110635
b_dists_km.standardised,0.360727315107356,0.16458750356742677
b_polySE_Winds.standardiseddegreeEQ21,6.6793844156556545,2.7129355336149623
b_polySE_Winds.standardiseddegreeEQ22,-1.850544411826702,2.0728092764419284
b_polyNE_Winds.standardiseddegreeEQ21:dists_km.standardised,4.832840696497,3.3355798893721005
b_polyNE_Winds.standardiseddegreeEQ22:dists_km.standardised,6.910418043856167,4.144295790100283
b_dists_km.standardised:polySE_Winds.standardiseddegreeEQ21,-7.329948165356813,4.124974460669617
b_dists_km.standardised:polySE_Winds.standardiseddegreeEQ22,12.098979931678386,4.849276043958908
b_SE_Winds.standardised:NE_Winds.standardised,0.13415995818775023,0.09264842197914354
b_dists_km.standardised:SE_Winds.standardised:NE_Winds.standardised,-0.46358089261539026,0.19728236516736852
sd_Project_ID__Intercept,0.528290403738007,0.2580018550718398
shape,0.6498552732887763,0.020754094666754326
hu,0.040607789512136915,0.005103134101236075
"r_Project_ID[P10,Intercept]",0.3626646456833079,0.3392039883629458
"r_Project_ID[P11,Intercept]",0.41826469413640444,0.3781190604054989
"r_Project_ID[P12_PH,Intercept]",-0.09205695792733157,0.2950683252462179
"r_Project_ID[P3,Intercept]",-0.3549095129590117,0.255935594426855
"r_Project_ID[P4,Intercept]",-0.4440132194391781,0.26807228157644486
"r_Project_ID[P6,Intercept]",-0.3257564286231224,0.2694525765212151
"r_Project_ID[P8,Intercept]",0.4892554274248641,0.3240988602946967
