term,estimate,std.error
b_Intercept,-2.322928073910594,0.27785286944680215
b_polyNE_Winds.standardiseddegreeEQ21,-4.0027015141550955,2.0663680894807817
b_polyNE_Winds.standardiseddegreeEQ22,-5.084801561847851,1.753530027253008
b_dists_km.standardised,0.19164029376983424,0.1359441635012911
b_polySE_Winds.standardiseddegreeEQ21,6.675288984059754,2.395749141260754
b_polySE_Winds.standardiseddegreeEQ22,0.7701331972380453,2.257601600596287
b_polyNE_Winds.standardiseddegreeEQ21:dists_km.standardised,11.068149084878804,3.3359570604563547
b_polyNE_Winds.standardiseddegreeEQ22:dists_km.standardised,6.0903576539883115,3.392779734564646
b_dists_km.standardised:polySE_Winds.standardiseddegreeEQ21,-11.301409803377403,4.291727980869805
b_dists_km.standardised:polySE_Winds.standardiseddegreeEQ22,6.629184161253793,4.93531602175045
b_SE_Winds.standardised:NE_Winds.standardised,0.03780353623436797,0.07575765240500448
b_dists_km.standardised:SE_Winds.standardised:NE_Winds.standardised,-0.308565704675432,0.16783299309136507
sd_Project_ID__Intercept,0.5718551996187862,0.28554289175207936
shape,0.6549835054124065,0.02114794364332563
hu,0.04061323198464754,0.00501366742879726
"r_Project_ID[P10,Intercept]",0.33946271257427596,0.3574203557176268
"r_Project_ID[P11,Intercept]",0.616649855860501,0.4581689969679481
"r_Project_ID[P12_PH,Intercept]",-0.10546987296069371,0.31236204087070796
"r_Project_ID[P3,Intercept]",-0.3599067619560951,0.2753972352016091
"r_Project_ID[P4,Intercept]",-0.5084938720611706,0.28509655697035796
"r_Project_ID[P6,Intercept]",-0.3131967521802229,0.2880605237221877
"r_Project_ID[P8,Intercept]",0.40482049483037064,0.337443792494012
