term,estimate,std.error,Lag
b_Intercept,40.21342793203622,21.242299904967275,2
b_polyX135_degree_winds.standardiseddegreeEQ21,91.84660149062611,70.80390789596981,2
b_polyX135_degree_winds.standardiseddegreeEQ22,-104.62435629118013,77.18741158210793,2
b_polyX45_degree_winds.standardiseddegreeEQ21,-68.88493302240077,73.56660237754758,2
b_polyX45_degree_winds.standardiseddegreeEQ22,-53.53833195570023,65.65106853321709,2
b_Estuary_TypeBarrierRiver,-3.156669171250373,25.598255850023826,2
b_Estuary_TypeDrownedRiverValley,-0.44614478021669124,27.349830159999403,2
b_Drought_Months,7.344720649466337,1.8572033954749494,2
b_SpeciesFlathead,-11.241480951079499,15.282522402479525,2
b_SpeciesMullet,203.3552493414586,49.75073161531485,2
b_SpeciesWhiting,-46.333259176257755,16.630280898853233,2
b_X135_degree_winds.standardised:X45_degree_winds.standardised,-12.875505921680187,6.330511330011676,2
b_Estuary_TypeBarrierRiver:Drought_Months,-8.875784591669301,2.459974535975532,2
b_Estuary_TypeDrownedRiverValley:Drought_Months,-6.5265123394194955,2.8908048203921455,2
sd_Estuary__Intercept,30.72735643567681,13.254310857044755,2
sd_Estuary__SpeciesFlathead,24.441287788890925,15.364878198825894,2
sd_Estuary__SpeciesMullet,127.39126959927775,36.38575872703698,2
sd_Estuary__SpeciesWhiting,29.3306963338743,15.92491871060396,2
cor_Estuary__Intercept__SpeciesFlathead,-0.4490060871346361,0.3882740145595591,2
cor_Estuary__Intercept__SpeciesMullet,0.4556056061314018,0.28172233526316687,2
cor_Estuary__SpeciesFlathead__SpeciesMullet,0.1042686694913415,0.35955846019467286,2
cor_Estuary__Intercept__SpeciesWhiting,-0.5806717446833662,0.3597395595201636,2
cor_Estuary__SpeciesFlathead__SpeciesWhiting,0.4112351117083981,0.4052006104454038,2
cor_Estuary__SpeciesMullet__SpeciesWhiting,-0.27372223495818715,0.3345636106344803,2
sigma,64.42391822718903,2.918040625008199,2
"r_Estuary[Camden.River,Intercept]",8.570664437927654,23.531636670055338,2
"r_Estuary[Clarence.River,Intercept]",-24.13252433784257,22.180462930249753,2
"r_Estuary[Hawkesbury.River,Intercept]",-30.439387722608398,23.618745262513478,2
"r_Estuary[Hunter.River,Intercept]",5.891421148679398,21.26582847328187,2
"r_Estuary[Lake.Illawarra,Intercept]",40.545175412870236,28.33477023891554,2
"r_Estuary[Port.Stephens,Intercept]",38.08304507453618,26.389333946766158,2
"r_Estuary[Tuggerah,Intercept]",4.929633058177624,21.57674271403195,2
"r_Estuary[Wallis.Lake,Intercept]",-12.054623644635134,22.1875823617693,2
"r_Estuary[Camden.River,SpeciesFlathead]",12.276188520574205,23.95242946677358,2
"r_Estuary[Clarence.River,SpeciesFlathead]",1.4662032513543455,20.58308526843475,2
"r_Estuary[Hawkesbury.River,SpeciesFlathead]",0.5309792671496706,21.034515586817765,2
"r_Estuary[Hunter.River,SpeciesFlathead]",1.3148197017269776,19.399105166116033,2
"r_Estuary[Lake.Illawarra,SpeciesFlathead]",-24.137923072656946,29.21928384608894,2
"r_Estuary[Port.Stephens,SpeciesFlathead]",-16.97631586913684,25.384638725689047,2
"r_Estuary[Tuggerah,SpeciesFlathead]",4.850993132967522,20.246860613064744,2
"r_Estuary[Wallis.Lake,SpeciesFlathead]",14.081971773416486,23.457853759357626,2
"r_Estuary[Camden.River,SpeciesMullet]",187.36250631166956,55.390579196179374,2
"r_Estuary[Clarence.River,SpeciesMullet]",-158.32320002086192,53.87413010911678,2
"r_Estuary[Hawkesbury.River,SpeciesMullet]",-193.80767549654234,53.89867623582871,2
"r_Estuary[Hunter.River,SpeciesMullet]",29.540434878238422,53.943270428677735,2
"r_Estuary[Lake.Illawarra,SpeciesMullet]",73.99382287839872,55.87842325156944,2
"r_Estuary[Port.Stephens,SpeciesMullet]",136.91457049641758,55.02293232009459,2
"r_Estuary[Tuggerah,SpeciesMullet]",56.06170259175063,53.78231582641852,2
"r_Estuary[Wallis.Lake,SpeciesMullet]",21.210309002350794,54.50628233651025,2
"r_Estuary[Camden.River,SpeciesWhiting]",3.626958400726944,24.618990448978046,2
"r_Estuary[Clarence.River,SpeciesWhiting]",20.93181874645814,24.174850219699533,2
"r_Estuary[Hawkesbury.River,SpeciesWhiting]",20.164651862348464,24.164253012027416,2
"r_Estuary[Hunter.River,SpeciesWhiting]",6.949836475193923,22.36363831936011,2
"r_Estuary[Lake.Illawarra,SpeciesWhiting]",-38.7735968266337,32.00100658235535,2
"r_Estuary[Port.Stephens,SpeciesWhiting]",-26.286619890290673,26.920178157957135,2
"r_Estuary[Tuggerah,SpeciesWhiting]",-8.167688212516573,21.984438035211724,2
"r_Estuary[Wallis.Lake,SpeciesWhiting]",4.378919151035689,22.59434214652014,2
